image,question,answer
737.jpg,What is the value of First digit ?,0
738.jpg,What is the value of First digit ?,4
739.jpg,What is the value of First digit ?,8
740.jpg,What is the value of First digit ?,2
741.jpg,What is the value of First digit ?,6
742.jpg,What is the value of First digit ?,9
743.jpg,What is the value of First digit ?,6
744.jpg,What is the value of First digit ?,4
745.jpg,What is the value of First digit ?,4
746.jpg,What is the value of First digit ?,3
747.jpg,What is the value of First digit ?,6
748.jpg,What is the value of First digit ?,3
749.jpg,What is the value of First digit ?,5
750.jpg,What is the value of First digit ?,1
751.jpg,What is the value of First digit ?,1
752.jpg,What is the value of First digit ?,6
753.jpg,What is the value of First digit ?,6
754.jpg,What is the value of First digit ?,6
755.jpg,What is the value of First digit ?,8
756.jpg,What is the value of First digit ?,3
757.jpg,What is the value of First digit ?,5
758.jpg,What is the value of First digit ?,6
759.jpg,What is the value of First digit ?,3
760.jpg,What is the value of First digit ?,9
761.jpg,What is the value of First digit ?,2
762.jpg,What is the value of First digit ?,5
763.jpg,What is the value of First digit ?,2
764.jpg,What is the value of First digit ?,8
765.jpg,What is the value of First digit ?,4
766.jpg,What is the value of First digit ?,3
767.jpg,What is the value of First digit ?,8
768.jpg,What is the value of First digit ?,9
769.jpg,What is the value of First digit ?,0
770.jpg,What is the value of First digit ?,4
771.jpg,What is the value of First digit ?,8
772.jpg,What is the value of First digit ?,9
773.jpg,What is the value of First digit ?,6
774.jpg,What is the value of First digit ?,9
775.jpg,What is the value of First digit ?,3
776.jpg,What is the value of First digit ?,9
777.jpg,What is the value of First digit ?,2
778.jpg,What is the value of First digit ?,3
779.jpg,What is the value of First digit ?,5
780.jpg,What is the value of First digit ?,6
781.jpg,What is the value of First digit ?,8
782.jpg,What is the value of First digit ?,2
783.jpg,What is the value of First digit ?,6
784.jpg,What is the value of First digit ?,1
785.jpg,What is the value of First digit ?,4
786.jpg,What is the value of First digit ?,0
787.jpg,What is the value of First digit ?,7
788.jpg,What is the value of First digit ?,5
789.jpg,What is the value of First digit ?,2
790.jpg,What is the value of First digit ?,8
791.jpg,What is the value of First digit ?,1
792.jpg,What is the value of First digit ?,4
793.jpg,What is the value of First digit ?,4
794.jpg,What is the value of First digit ?,6
795.jpg,What is the value of First digit ?,4
796.jpg,What is the value of First digit ?,0
797.jpg,What is the value of First digit ?,9
798.jpg,What is the value of First digit ?,3
799.jpg,What is the value of First digit ?,0
800.jpg,What is the value of First digit ?,0
801.jpg,What is the value of First digit ?,2
802.jpg,What is the value of First digit ?,1
803.jpg,What is the value of First digit ?,9
804.jpg,What is the value of First digit ?,1
805.jpg,What is the value of First digit ?,4
806.jpg,What is the value of First digit ?,2
807.jpg,What is the value of First digit ?,5
808.jpg,What is the value of First digit ?,8
809.jpg,What is the value of First digit ?,8
810.jpg,What is the value of First digit ?,5
811.jpg,What is the value of First digit ?,1
812.jpg,What is the value of First digit ?,6
813.jpg,What is the value of First digit ?,8
814.jpg,What is the value of First digit ?,8
815.jpg,What is the value of First digit ?,5
816.jpg,What is the value of First digit ?,4
817.jpg,What is the value of First digit ?,5
818.jpg,What is the value of First digit ?,1
819.jpg,What is the value of First digit ?,5
820.jpg,What is the value of First digit ?,3
821.jpg,What is the value of First digit ?,6
822.jpg,What is the value of First digit ?,8
823.jpg,What is the value of First digit ?,7
824.jpg,What is the value of First digit ?,1
825.jpg,What is the value of First digit ?,9
826.jpg,What is the value of First digit ?,5
827.jpg,What is the value of First digit ?,4
828.jpg,What is the value of First digit ?,2
829.jpg,What is the value of First digit ?,6
830.jpg,What is the value of First digit ?,0
831.jpg,What is the value of First digit ?,3
832.jpg,What is the value of First digit ?,2
833.jpg,What is the value of First digit ?,3
834.jpg,What is the value of First digit ?,2
835.jpg,What is the value of First digit ?,3
836.jpg,What is the value of First digit ?,1
837.jpg,What is the value of First digit ?,5
838.jpg,What is the value of First digit ?,5
839.jpg,What is the value of First digit ?,0
840.jpg,What is the value of First digit ?,1
841.jpg,What is the value of First digit ?,7
842.jpg,What is the value of First digit ?,2
843.jpg,What is the value of First digit ?,3
844.jpg,What is the value of First digit ?,3
845.jpg,What is the value of First digit ?,9
846.jpg,What is the value of First digit ?,7
847.jpg,What is the value of First digit ?,3
848.jpg,What is the value of First digit ?,6
849.jpg,What is the value of First digit ?,1
850.jpg,What is the value of First digit ?,7
851.jpg,What is the value of First digit ?,0
852.jpg,What is the value of First digit ?,6
853.jpg,What is the value of First digit ?,3
854.jpg,What is the value of First digit ?,3
855.jpg,What is the value of First digit ?,6
856.jpg,What is the value of First digit ?,9
857.jpg,What is the value of First digit ?,3
858.jpg,What is the value of First digit ?,2
859.jpg,What is the value of First digit ?,8
860.jpg,What is the value of First digit ?,1
861.jpg,What is the value of First digit ?,8
862.jpg,What is the value of First digit ?,6
863.jpg,What is the value of First digit ?,2
864.jpg,What is the value of First digit ?,1
865.jpg,What is the value of First digit ?,2
866.jpg,What is the value of First digit ?,7
867.jpg,What is the value of First digit ?,1
868.jpg,What is the value of First digit ?,2
869.jpg,What is the value of First digit ?,5
870.jpg,What is the value of First digit ?,5
871.jpg,What is the value of First digit ?,6
872.jpg,What is the value of First digit ?,5
873.jpg,What is the value of First digit ?,1
874.jpg,What is the value of First digit ?,5
875.jpg,What is the value of First digit ?,1
876.jpg,What is the value of First digit ?,4
877.jpg,What is the value of First digit ?,0
878.jpg,What is the value of First digit ?,4
879.jpg,What is the value of First digit ?,2
880.jpg,What is the value of First digit ?,4
881.jpg,What is the value of First digit ?,1
882.jpg,What is the value of First digit ?,2
883.jpg,What is the value of First digit ?,6
884.jpg,What is the value of First digit ?,8
885.jpg,What is the value of First digit ?,5
886.jpg,What is the value of First digit ?,8
887.jpg,What is the value of First digit ?,5
888.jpg,What is the value of First digit ?,8
889.jpg,What is the value of First digit ?,2
890.jpg,What is the value of First digit ?,4
891.jpg,What is the value of First digit ?,5
892.jpg,What is the value of First digit ?,4
893.jpg,What is the value of First digit ?,7
894.jpg,What is the value of First digit ?,6
895.jpg,What is the value of First digit ?,3
896.jpg,What is the value of First digit ?,1
897.jpg,What is the value of First digit ?,3
898.jpg,What is the value of First digit ?,7
899.jpg,What is the value of First digit ?,9
900.jpg,What is the value of First digit ?,0
901.jpg,What is the value of First digit ?,1
902.jpg,What is the value of First digit ?,5
903.jpg,What is the value of First digit ?,4
904.jpg,What is the value of First digit ?,6
905.jpg,What is the value of First digit ?,5
906.jpg,What is the value of First digit ?,2
907.jpg,What is the value of First digit ?,0
908.jpg,What is the value of First digit ?,8
909.jpg,What is the value of First digit ?,5
910.jpg,What is the value of First digit ?,0
911.jpg,What is the value of First digit ?,1
912.jpg,What is the value of First digit ?,3
913.jpg,What is the value of First digit ?,9
914.jpg,What is the value of First digit ?,8
915.jpg,What is the value of First digit ?,5
916.jpg,What is the value of First digit ?,4
917.jpg,What is the value of First digit ?,5
918.jpg,What is the value of First digit ?,7
919.jpg,What is the value of First digit ?,3
920.jpg,What is the value of First digit ?,4
921.jpg,What is the value of First digit ?,5
922.jpg,What is the value of First digit ?,5
923.jpg,What is the value of First digit ?,2
924.jpg,What is the value of First digit ?,6
925.jpg,What is the value of First digit ?,4
926.jpg,What is the value of First digit ?,0
927.jpg,What is the value of First digit ?,5
928.jpg,What is the value of First digit ?,9
929.jpg,What is the value of First digit ?,1
930.jpg,What is the value of First digit ?,9
931.jpg,What is the value of First digit ?,4
932.jpg,What is the value of First digit ?,6
933.jpg,What is the value of First digit ?,9
934.jpg,What is the value of First digit ?,5
935.jpg,What is the value of First digit ?,4
936.jpg,What is the value of First digit ?,1
937.jpg,What is the value of First digit ?,2
938.jpg,What is the value of First digit ?,2
939.jpg,What is the value of First digit ?,5
940.jpg,What is the value of First digit ?,0
941.jpg,What is the value of First digit ?,4
942.jpg,What is the value of First digit ?,9
943.jpg,What is the value of First digit ?,0
944.jpg,What is the value of First digit ?,2
945.jpg,What is the value of First digit ?,6
946.jpg,What is the value of First digit ?,6
947.jpg,What is the value of First digit ?,2
948.jpg,What is the value of First digit ?,3
949.jpg,What is the value of First digit ?,7
950.jpg,What is the value of First digit ?,1
951.jpg,What is the value of First digit ?,6
952.jpg,What is the value of First digit ?,3
953.jpg,What is the value of First digit ?,9
954.jpg,What is the value of First digit ?,4
955.jpg,What is the value of First digit ?,3
956.jpg,What is the value of First digit ?,2
957.jpg,What is the value of First digit ?,0
958.jpg,What is the value of First digit ?,6
959.jpg,What is the value of First digit ?,0
960.jpg,What is the value of First digit ?,3
961.jpg,What is the value of First digit ?,8
962.jpg,What is the value of First digit ?,4
963.jpg,What is the value of First digit ?,6
964.jpg,What is the value of First digit ?,2
965.jpg,What is the value of First digit ?,4
966.jpg,What is the value of First digit ?,1
967.jpg,What is the value of First digit ?,7
968.jpg,What is the value of First digit ?,0
969.jpg,What is the value of First digit ?,7
970.jpg,What is the value of First digit ?,6
971.jpg,What is the value of First digit ?,7
972.jpg,What is the value of First digit ?,2
973.jpg,What is the value of First digit ?,8
974.jpg,What is the value of First digit ?,8
975.jpg,What is the value of First digit ?,0
976.jpg,What is the value of First digit ?,6
977.jpg,What is the value of First digit ?,4
978.jpg,What is the value of First digit ?,1
979.jpg,What is the value of First digit ?,0
980.jpg,What is the value of First digit ?,0
981.jpg,What is the value of First digit ?,9
